stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8484,878,Bairro Bajouca,,41.2747391061831,-8.63369523364784,,,,
8485,879,Caminho de Baixo,,41.2720345514864,-8.63326352523316,,,,
8486,880,Rua E,,41.2695433878712,-8.63253737123993,,,,
8487,881,Nova da Bajouca,,41.2697130911406,-8.63054629391605,,,,
8488,882,Ribeiro,,41.2686881683423,-8.63001342966206,,,,
8489,883,Cruzeiro Anta,,41.2662717299418,-8.62864916994761,,,,
8490,718,Bairro,,41.2655762972124,-8.62319576049422,,,,
8491,696,Ismai,,41.2677349021821,-8.61695863264863,,,,
8492,697,Mercado Castelo,,41.2669813132831,-8.61229906188914,,,,
8493,399,Escola Secundária Castêlo Maia,,41.2576813210924,-8.61053997177628,,,,
8494,400,Junta Freguesia Gondim,,41.2619955313415,-8.59894521029323,,,,
8495,401,Campo Futebol Gondim,,41.2629328962908,-8.59834282479597,,,,
8496,402,Igreja Gondim,,41.2624120038595,-8.60113010150006,,,,
8497,403,Alzira J. Guimarães,,41.2607599536456,-8.60264378344747,,,,
8498,889,Via Diagonal,,41.2595580112173,-8.60281940498603,,,,
8499,404,Arquinho,,41.2575168297572,-8.60208878240335,,,,
8500,405,Porto Bom,,41.2558046477668,-8.60061830041933,,,,
8501,406,Liberdade,,41.2560809898878,-8.59751809913383,,,,
8502,407,Nova de Frejufe,,41.2566978012893,-8.595178532419,,,,
8503,408,Largo Frejufe,,41.2562904049468,-8.59132815196281,,,,
8504,409,Cantral Frejufe,,41.253276312183,-8.59199872793397,,,,
8505,410,Nossa Senhora Caridade,,41.2488096874146,-8.59574518363063,,,,
8506,411,Cesário Verde,,41.245904484662,-8.59549832124233,,,,
8507,412,Xisto,,41.2439028551895,-8.59415550525171,,,,
8508,839,Nogueirense,,41.2407501394279,-8.5934844183508,,,,
8509,413,Alexandre Herculano,,41.2538955157141,-8.57969536633433,,,,
8510,414,António Ferreira da Silva,,41.2562494935799,-8.57305795255794,,,,
8511,415,Viaduto,,41.2559787693186,-8.5674412475976,,,,
8512,416,Cardosas,,41.2567043288552,-8.56266599351796,,,,
8513,417,Apeadeiro,,41.2595798087665,-8.55798924612312,,,,
8514,418,S. Frutuoso,,41.2606629073374,-8.55556801002249,,,,
8515,324,Igreja Folgosa,,41.2591390579055,-8.54692891955626,,,,
8516,207,Agra,,41.255531535883,-8.54571609769928,,,,
8517,325,Alto de Arcos,,41.2544974316482,-8.54524603280179,,,,
8518,326,Tv Eng Luis Almeida,,41.2530102140334,-8.54109806512202,,,,
8519,327,Calçada de Real,,41.2473455546538,-8.53953029751001,,,,
8520,328,Santa Cristina,,41.2457922695937,-8.53954277646844,,,,
8521,329,Av. 24 de Julho,,41.2436517839149,-8.54226697121933,,,,
8522,330,Serra,,41.2410895320264,-8.54089000792901,,,,
8523,331,Malmarinhas,,41.2426267783888,-8.5396077864901,,,,
8524,332,Baguim,,41.2432937321613,-8.53874666553145,,,,
8525,333,Dr. Francisco Sá Carneiro,,41.2426039324787,-8.52989069181805,,,,
8526,334,Correios Alfena,,41.240654036228,-8.5284523699206,,,,
8527,335,Central Barreiro,,41.2375342979467,-8.53308938781344,,,,
8528,336,Senhora da Piedade,,41.2356153566645,-8.53218679179492,,,,
8529,337,E. B. 2/3 Alfena,,41.2367264469896,-8.52965619160404,,,,
8530,338,Varzea,,41.24062406129,-8.52665620626098,,,,
8531,339,Junta Freguesia Alfena,,41.2387078978593,-8.5256834057929,,,,
8532,340,Igreja Alfena,,41.2369915901636,-8.52584632563287,,,,
8533,341,Cemitério Alfena,,41.2349952693256,-8.52334965643256,,,,
